,prefecture_id,name
0,19,南アルプス市
0,19,北杜市
0,19,甲斐市
0,19,笛吹市
0,19,上野原市
0,19,甲州市
0,19,中央市
0,20,長野市
0,20,松本市
0,20,上田市
0,20,岡谷市
0,20,飯田市
0,20,諏訪市
0,20,須坂市
0,20,小諸市
0,20,伊那市
0,20,駒ヶ根市
0,20,中野市
0,20,大町市
0,20,飯山市
0,20,茅野市
0,20,塩尻市
0,20,佐久市
0,20,千曲市
0,20,東御市
0,20,安曇野市
0,21,岐阜市
0,21,大垣市
0,21,高山市
0,21,多治見市
0,21,関市
0,21,中津川市
0,21,美濃市
0,21,瑞浪市
0,21,羽島市
0,21,恵那市
0,21,美濃加茂市
0,21,土岐市
0,21,各務原市
0,21,可児市
0,21,山県市
0,21,瑞穂市
0,21,飛騨市
0,21,本巣市
0,21,郡上市
0,21,下呂市
0,21,海津市
0,22,静岡市
0,22,浜松市
0,22,沼津市
0,22,熱海市
0,22,三島市
0,22,富士宮市
0,22,伊東市
0,22,島田市
0,22,富士市
0,22,磐田市
0,22,焼津市
0,22,掛川市
0,22,藤枝市
0,22,御殿場市
0,22,袋井市
0,22,下田市
0,22,裾野市
0,22,湖西市
0,22,伊豆市
0,22,御前崎市
0,22,菊川市
0,22,伊豆の国市
0,22,牧之原市
0,23,名古屋市
0,23,豊橋市
0,23,岡崎市
0,23,一宮市
0,23,瀬戸市
0,23,半田市
0,23,春日井市
0,23,豊川市
0,23,津島市
0,23,碧南市
0,23,刈谷市
0,23,豊田市
0,23,安城市
0,23,西尾市
0,23,蒲郡市
0,23,犬山市
0,23,常滑市
0,23,江南市
0,23,小牧市
0,23,稲沢市
0,23,新城市
0,23,東海市
0,23,大府市
0,23,知多市
0,23,知立市
0,23,尾張旭市
0,23,高浜市
0,23,岩倉市
0,23,豊明市
0,23,日進市
0,23,田原市
0,23,愛西市
0,23,清須市
0,23,北名古屋市
0,23,弥富市
0,23,みよし市
0,23,あま市
0,23,長久手市
0,24,津市
0,24,四日市市
0,24,伊勢市
0,24,松阪市
0,24,桑名市
0,24,鈴鹿市
0,24,名張市
0,24,尾鷲市
0,24,亀山市
0,24,鳥羽市
0,24,熊野市
0,24,いなべ市
0,24,志摩市
0,24,伊賀市
0,25,大津市
0,25,彦根市
0,25,長浜市
0,25,近江八幡市
0,25,草津市
0,25,守山市
0,25,栗東市
0,25,甲賀市
0,25,野洲市
0,25,湖南市
0,25,高島市
0,25,東近江市
0,25,米原市
0,26,京都市
0,26,福知山市
0,26,舞鶴市
0,26,綾部市
0,26,宇治市
0,26,宮津市
0,26,亀岡市
0,26,城陽市
0,26,向日市
0,26,長岡京市
0,26,八幡市
0,26,京田辺市
0,26,京丹後市
0,26,南丹市
0,26,木津川市
0,27,大阪市
0,27,堺市
0,27,岸和田市
0,27,豊中市
0,27,池田市
0,27,吹田市
0,27,泉大津市
0,27,高槻市
0,27,貝塚市
0,27,守口市
0,27,枚方市
0,27,茨木市
0,27,八尾市
0,27,泉佐野市
0,27,富田林市
0,27,寝屋川市
0,27,河内長野市
0,27,松原市
0,27,大東市
0,27,和泉市
0,27,箕面市
0,27,柏原市
0,27,羽曳野市
0,27,門真市
0,27,摂津市
0,27,高石市
0,27,藤井寺市
0,27,東大阪市
0,27,泉南市
0,27,四條畷市
0,27,交野市
0,27,大阪狭山市
0,27,阪南市
0,28,神戸市
0,28,姫路市
0,28,尼崎市
0,28,明石市
0,28,西宮市
0,28,洲本市
0,28,芦屋市
0,28,伊丹市
0,28,相生市
0,28,豊岡市
0,28,加古川市
0,28,赤穂市
0,28,西脇市
0,28,宝塚市
0,28,三木市
0,28,高砂市
0,28,川西市
0,28,小野市
0,28,三田市
0,28,加西市
0,28,丹波篠山市
0,28,養父市
0,28,丹波市
0,28,南あわじ市
0,28,朝来市
0,28,淡路市
0,28,宍粟市
0,28,加東市
0,28,たつの市
0,29,奈良市
0,29,大和高田市
0,29,大和郡山市
0,29,天理市
0,29,橿原市
0,29,桜井市
0,29,五條市
0,29,御所市
0,29,生駒市
0,29,香芝市
0,29,葛城市
0,29,宇陀市
0,30,和歌山市
0,30,海南市
0,30,橋本市
0,30,有田市
0,30,御坊市
0,30,田辺市
0,30,新宮市
0,30,紀の川市
0,30,岩出市
0,31,鳥取市
0,31,米子市
0,31,倉吉市
0,31,境港市
0,32,松江市
0,32,浜田市
0,32,出雲市
0,32,益田市
0,32,大田市
0,32,安来市
0,32,江津市
0,32,雲南市
0,33,岡山市
0,33,倉敷市
0,33,津山市
0,33,玉野市
0,33,笠岡市
0,33,井原市
0,33,総社市
0,33,高梁市
0,33,新見市
0,33,備前市
0,33,瀬戸内市
0,33,赤磐市
0,33,真庭市
0,33,美作市
0,33,浅口市
0,34,広島市
0,34,呉市
0,34,竹原市
0,34,三原市
0,34,尾道市
0,34,福山市
0,34,府中市
0,34,三次市
0,34,庄原市
0,34,大竹市
0,34,東広島市
0,34,廿日市市
0,34,安芸高田市
0,34,江田島市
0,35,下関市
0,35,宇部市
0,35,山口市
0,35,萩市
0,35,防府市
0,35,下松市
0,35,岩国市
0,35,光市
0,35,長門市
0,35,柳井市
0,35,美祢市
0,35,周南市
0,35,山陽小野田市
0,36,徳島市
0,36,鳴門市
0,36,小松島市
0,36,阿南市
0,36,吉野川市
0,36,阿波市
0,36,美馬市
0,36,三好市
0,37,高松市
0,37,丸亀市
0,37,坂出市
0,37,善通寺市
0,37,観音寺市
0,37,さぬき市
0,37,東かがわ市
0,37,三豊市
0,38,松山市
0,38,今治市
0,38,宇和島市
0,38,八幡浜市
0,38,新居浜市
0,38,西条市
0,38,大洲市
0,38,伊予市
0,38,四国中央市
0,38,西予市
0,38,東温市
0,39,高知市
0,39,室戸市
0,39,安芸市
0,39,南国市
0,39,土佐市
0,39,須崎市
0,39,宿毛市
0,39,土佐清水市
0,39,四万十市
0,39,香南市
0,39,香美市
0,40,北九州市
0,40,福岡市
0,40,大牟田市
0,40,久留米市
0,40,直方市
0,40,飯塚市
0,40,田川市
0,40,柳川市
0,40,八女市
0,40,筑後市
0,40,大川市
0,40,行橋市
0,40,豊前市
0,40,中間市
0,40,小郡市
0,40,筑紫野市
0,40,春日市
0,40,大野城市
0,40,宗像市
0,40,太宰府市
0,40,古賀市
0,40,福津市
0,40,うきは市
0,40,宮若市
0,40,嘉麻市
0,40,朝倉市
0,40,みやま市
0,40,糸島市
0,40,那珂川市
0,41,佐賀市
0,41,唐津市
0,41,鳥栖市
0,41,多久市
0,41,伊万里市
0,41,武雄市
0,41,鹿島市
0,41,小城市
0,41,嬉野市
0,41,神埼市
0,42,長崎市
0,42,佐世保市
0,42,島原市
0,42,諫早市
0,42,大村市
0,42,平戸市
0,42,松浦市
0,42,対馬市
0,42,壱岐市
0,42,五島市
0,42,西海市
0,42,雲仙市
0,42,南島原市
0,43,熊本市
0,43,八代市
0,43,人吉市
0,43,荒尾市
0,43,水俣市
0,43,玉名市
0,43,山鹿市
0,43,菊池市
0,43,宇土市
0,43,上天草市
0,43,宇城市
0,43,阿蘇市
0,43,天草市
0,43,合志市
0,44,大分市
0,44,別府市
0,44,中津市
0,44,日田市
0,44,佐伯市
0,44,臼杵市
0,44,津久見市
0,44,竹田市
0,44,豊後高田市
0,44,杵築市
0,44,宇佐市
0,44,豊後大野市
0,44,由布市
0,44,国東市
0,45,宮崎市
0,45,都城市
0,45,延岡市
0,45,日南市
0,45,小林市
0,45,日向市
0,45,串間市
0,45,西都市
0,45,えびの市
0,46,鹿児島市
0,46,鹿屋市
0,46,枕崎市
0,46,阿久根市
0,46,出水市
0,46,指宿市
0,46,西之表市
0,46,垂水市
0,46,薩摩川内市
0,46,日置市
0,46,曽於市
0,46,霧島市
0,46,いちき串木野市
0,46,南さつま市
0,46,志布志市
0,46,奄美市
0,46,南九州市
0,46,伊佐市
0,46,姶良市
0,47,那覇市
0,47,宜野湾市
0,47,石垣市
0,47,浦添市
0,47,名護市
0,47,糸満市
0,47,沖縄市
0,47,豊見城市
0,47,うるま市
0,47,宮古島市
0,47,南城市
